# Started Thu Apr  9 09:43:54 2026
id,type,src,event_ts,value,confidence,event_status,value_datatype,value_unit,extras,partition
87733caf-fd9c-4016-b3ab-f892a9f03275,float,speed-1,1775742234.3883324,80.81612856259414,1.0,observed,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""pending_entry""}",observed
52131868-7855-440f-9384-318283d936ad,float,engine-temp-1,1775742235.3832352,95.80491306988452,1.0,observed,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""pending_entry""}",observed
f03f1f9e-4f57-45b2-bda9-e444be927cc6,float,speed-1,1775742235.3832352,80.05765344838558,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
45995ce4-84b3-4c35-a3d2-db9d66b2138b,float,speed-1,1775742236.3929324,79.46945037677567,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
46f52b4a-45fb-470f-b3e9-17d26c0d5d0e,float,engine-temp-1,1775742236.3929324,96.99295124046716,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
c57aebf9-97a5-4c8f-82ca-f3c504cce94b,float,speed-1,1775742237.3905027,81.0009804108549,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
9caf22df-62ce-40f9-8e69-2066021a6449,float,engine-temp-1,1775742237.3905027,94.87987322571294,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
f9f2ce51-fe1f-4b6a-a886-de882eb94dc8,float,speed-1,1775742238.3916476,80.25548527375982,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
fea60d61-457c-4000-a59e-ec4e64455ffc,float,engine-temp-1,1775742238.3916476,94.96573188937602,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
3f25dc66-d077-4bfd-b0c1-b0ba3169bde4,float,engine-temp-1,1775742239.381792,95.09731390398083,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
8eee7afc-8946-4689-9a88-ede70fdc001e,float,speed-1,1775742239.3823116,80.4583225123402,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
ccfd217e-66e0-465a-bba8-75bbae26a15f,float,speed-1,1775742240.387135,79.9057292779547,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
5731112e-7bc9-446c-baf7-18da463a04d7,float,engine-temp-1,1775742240.387135,95.51024655379302,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
03c9edda-d756-4df5-8451-ca4a12bc2ec2,float,speed-1,1775742241.379958,80.06687889248418,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
8ce8252a-f160-4590-ad4e-85662d876c83,float,engine-temp-1,1775742241.379958,95.20438429422377,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
a5d85f7a-68bd-4baf-a87b-133d4f99b4d6,float,speed-1,1775742242.3779333,79.9407745230837,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
1e2f16e9-885b-4597-a20b-309047d4b689,float,engine-temp-1,1775742242.3940158,96.59588239744052,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
7f9aa117-ecae-4627-a87f-f3ed61b255c5,float,engine-temp-1,1775742243.3818436,95.7310267115064,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
4e3f76f9-727e-46ba-af91-a3ea6f205a15,float,speed-1,1775742243.3818436,80.58808989653228,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
ed7af000-02c9-44b7-af73-c4c491ff471d,float,speed-1,1775742244.3898535,80.12307458987537,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
b630dadd-375e-41d4-a3c7-f0edfa35c81b,float,engine-temp-1,1775742244.3898535,93.9716544940301,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
ff38b984-b1bb-4e51-8835-96d3ca7858cd,float,speed-1,1775742245.3795133,80.08577418217163,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
3bd53706-7902-41eb-ac18-70562ba3c727,float,engine-temp-1,1775742245.3795133,94.26720838226395,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
ab890487-4503-47d0-aee5-22b6393f0cb6,float,speed-1,1775742246.3782926,79.41717630104624,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
8586c98e-385f-4936-9440-4c69f643f588,float,engine-temp-1,1775742246.3935783,93.50269023341849,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
18a0d99b-dedc-4c07-8e5f-bca36ff3df05,float,speed-1,1775742247.379794,80.32381513067767,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
231ec846-7f36-4e66-988f-29b8d7af9ffc,float,engine-temp-1,1775742247.379794,94.04258585379678,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
fbf8fee3-6ab4-471d-8c28-d00f167026b0,float,speed-1,1775742248.3881447,79.90279288484844,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
c64b5549-853a-40cc-9594-748f5fe260df,float,engine-temp-1,1775742248.3881447,94.72758229455522,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
f5612e8d-ffa4-4a32-bd63-b934cab1eda5,float,speed-1,1775742249.3878639,79.59920250420804,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
73e7618f-aecb-46d8-b30f-d403c27af0f8,float,engine-temp-1,1775742249.3878639,94.39893316516338,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
96a4a9b8-b3c4-4e23-a226-af86ef12a3dc,float,speed-1,1775742250.3920991,80.22628356121885,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
198d9427-3969-4d0a-ac1f-bc704ba79ccd,float,engine-temp-1,1775742250.3920991,94.17852578931456,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
b5b0047f-45e0-48ba-9ff5-333c4710ad98,float,speed-1,1775742251.379575,80.91323141099357,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
5f0ee693-1b24-4be1-aff9-bbbf7d11bc01,float,engine-temp-1,1775742251.379575,95.67276889504745,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
71217653-8258-4c2f-afdd-34781c5a091b,float,speed-1,1775742252.3787658,79.58688539356811,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
37076a5c-dff0-4533-a399-a1aa141dc1b6,float,engine-temp-1,1775742252.394326,92.90671485469808,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
9c4642b8-f818-4b25-88d9-238f4b9763c3,float,speed-1,1775742253.3906145,79.18520901679847,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
7a4286e8-430b-46e8-a933-c87355c8b456,float,engine-temp-1,1775742253.3906145,94.6001325973909,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
dc7d7b9d-f70b-441c-980b-ee532fe12f1d,float,engine-temp-1,1775742254.3848236,95.46172927965121,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
eac26124-45b9-4e92-872a-a7a62cceb439,float,speed-1,1775742254.3848236,80.36186879776997,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
79cc7d23-5985-4d21-acd4-8639f0ba2b7d,float,speed-1,1775742255.3849356,78.72229380766295,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
89679971-a215-4851-a486-22c8b2d3e7bd,float,engine-temp-1,1775742255.3849356,95.00328572078502,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
b5541e98-f846-4e58-a14a-6e0b72669911,float,speed-1,1775742256.3864572,79.75282137857783,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
45032b27-b635-4f56-b436-72df41dbea87,float,engine-temp-1,1775742256.3864572,93.89693260188801,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
8a09edf0-7c9d-423c-b913-84c8f289d2ee,float,engine-temp-1,1775742257.3876069,94.65489096376389,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
19f36735-2410-4607-9043-cde369757768,float,speed-1,1775742257.3876069,79.85911033071777,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
460b68bd-acbc-4f3c-ace8-497149b670b0,float,engine-temp-1,1775742258.3844213,95.72212830341803,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
33bbdd63-5506-4899-b38a-118176720a62,float,speed-1,1775742258.3844213,80.07977397902359,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
dcb682cd-144f-4c4e-adcd-577b09c9caae,float,speed-1,1775742259.385739,80.23376249779325,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
187e0475-48b1-4aad-8e06-03a748fd39bd,float,engine-temp-1,1775742259.385739,95.03009319373903,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
7dbd3580-14a6-475b-908d-c57a3cbac368,float,engine-temp-1,1775742260.3808932,95.64443715910109,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
3bfc4e85-c022-4c42-a74f-5557b28ca3c6,float,speed-1,1775742260.3808932,79.6283107126309,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
f5871d91-daa9-4722-af7d-79e70e06dcb9,float,speed-1,1775742261.383746,80.48249928904801,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
3ef0b9fb-723d-4900-b4f2-b25bea63c6e0,float,engine-temp-1,1775742261.383746,95.14883193958396,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
689c43a0-519f-452d-9758-c6a63b1fb45b,float,engine-temp-1,1775742262.3893,95.44748637965084,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
f1dfc8ee-2e6e-4aaa-bc32-f72562b427df,float,speed-1,1775742262.3893,80.2824224860028,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
23830c8a-8474-4a34-8976-2bc94414f594,float,speed-1,1775742263.3909888,80.05616052402479,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
f5b4f2ae-64ae-43b0-96ef-1705424c7e6e,float,engine-temp-1,1775742263.3909888,93.9327572677572,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
a8450336-8785-4cd2-bcef-4a6de37cfe14,float,speed-1,1775742264.3850212,79.83359114745348,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
4c75113c-c9e3-4fc8-8eb5-84564db4d98a,float,engine-temp-1,1775742264.3850212,96.54806096522903,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
c96e0bf8-de00-40c0-a573-54eb451847d1,float,engine-temp-1,1775742265.3909733,95.16410046525591,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
77ac628b-173d-4e41-8852-d6ddbc95d1d3,float,speed-1,1775742265.3909733,80.94344622438376,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
95b248d6-08d5-4d06-a523-d5f0fecf8e7c,float,speed-1,1775742266.388443,79.71262507828368,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
b62ef78a-e557-4240-be23-e2f73edf4c74,float,engine-temp-1,1775742266.388443,94.67671058686024,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
6b860586-a847-40ad-bbcb-4c6a6050582f,float,engine-temp-1,1775742267.385877,95.30547085971132,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
9b67974a-0751-4aa7-a5b0-28acbf72c990,float,speed-1,1775742267.385877,79.65823920486537,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
289d3c61-8a65-49f5-ba0e-e11b14f047d3,float,speed-1,1775742268.3808439,79.58737477456901,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
c351fad5-0d7b-4cbf-92f2-60f0c13a2f3a,float,engine-temp-1,1775742268.3808439,95.95033752065552,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
e429cad4-2f7a-4a07-8123-2fed88cc6992,float,engine-temp-1,1775742269.3901026,95.70215694414651,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
b1b97898-7128-4d94-b111-3e2e91f810ef,float,speed-1,1775742269.3901026,79.74157084221021,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
e433502d-258e-40ca-9745-f3b01042b33e,float,engine-temp-1,1775742270.3812482,93.97693476575333,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
278cdd0d-143b-4998-8865-52971dac4bb1,float,speed-1,1775742270.3812482,80.11703519826774,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
4a7d0ee6-8eac-4ab4-880a-712fbf389e80,float,engine-temp-1,1775742271.3908038,94.36309607263728,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
ea466fda-4bd2-4cf3-bfef-26435614ceeb,float,speed-1,1775742271.3908038,80.75326964544503,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
0e9fdf59-4f56-45c9-9577-640af9864b6f,float,speed-1,1775742272.385613,79.78889480622719,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
034779f0-9db5-4cf2-b4f1-df9653604bc0,float,engine-temp-1,1775742272.385613,96.18265534164281,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
449fe9bd-2a54-488b-99aa-33c0af426406,float,speed-1,1775742273.3815885,80.23231106371809,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
2b18831d-e5b2-4d9e-9942-1adccfb6986b,float,engine-temp-1,1775742273.3815885,94.30172166711684,1.0,validated,scalar,C,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
f20f9829-b838-4670-8bef-c0f17aebb3eb,float,speed-1,1775742274.3913496,80.17368004398723,1.0,validated,scalar,km/h,"{""health"": ""ideal"", ""belonging_main"": ""active"", ""belonging_sub"": ""full_role""}",observed.validated
