# Logger: CSVLogger | Started: Mon Oct 13 10:45:15 2025
stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,origin,reconstructed_value,reconstruction_method,confidence,reconstruction_flag,status,source,extras
speed-1,speed-1_0,1760366715.4008837,1760366715.4008837,1760366715.4008837,float,km/h,16.573694710554307,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_0,1760366715.4008837,1760366715.4008837,1760366715.4008837,float,km/h,16.573694710554307,source,17.966457430947877,observed,0.9125475285171102,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_0,1760366715.4161348,1760366715.4161348,1760366715.4161348,float,C,71.36175489006126,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_0,1760366715.4161348,1760366715.4161348,1760366715.4161348,float,C,71.36175489006126,source,72.13834843630872,observed,0.8391608391608391,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_1,1760366716.4119678,1760366716.4119678,1760366716.4119678,float,C,71.11468174342347,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_1,1760366716.4119678,1760366716.4119678,1760366716.4119678,float,km/h,14.286883685534931,source,13.434630450570731,observed,0.912507339988256,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_1,1760366716.4119678,1760366716.4119678,1760366716.4119678,float,km/h,14.286883685534931,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_1,1760366716.4119678,1760366716.4119678,1760366716.4119678,float,C,71.11468174342347,source,70.59713341430347,observed,0.8390928725701945,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_2,1760366717.410714,1760366717.410714,1760366717.410714,float,C,70.0,source,,,,,observed,SimulatedStream,{}
fuel-1,fuel-1_0,1760366719.4209797,1760366719.4209797,1760366719.4209797,float,%,50.18347505059694,source,50.21076651158963,observed,0.9524058233219136,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_2,1760366717.410714,1760366717.410714,1760366717.410714,float,km/h,19.860745223445225,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_2,1760366717.410714,1760366717.410714,1760366717.410714,float,km/h,19.860745223445225,source,19.17778997407693,observed,0.9149358044126514,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_3,1760366718.3980415,1760366718.3980415,1760366718.3980415,float,km/h,15.364913480193694,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_2,1760366717.410714,1760366717.410714,1760366717.410714,float,C,70.0,source,70.01084662934619,observed,0.8432089162405675,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_3,1760366718.4140697,1760366718.4140697,1760366718.4140697,float,C,70.0,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_3,1760366718.3980415,1760366718.3980415,1760366718.3980415,float,km/h,15.364913480193694,source,16.73093330236363,observed,0.9168403179440053,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_4,1760366719.4047434,1760366719.4047434,1760366719.4047434,float,km/h,18.77548691537509,source,,,,,observed,SimulatedStream,{}
fuel-1,fuel-1_1,1760366724.417883,1760366724.417883,1760366724.417883,float,%,50.24712878107466,source,50.10585039780213,observed,0.9524284724045413,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_4,1760366719.4047434,1760366719.4047434,1760366719.4047434,float,C,70.35903660297704,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_3,1760366718.4140697,1760366718.4140697,1760366718.4140697,float,C,70.0,source,70.15088464088248,observed,0.8464498200336529,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_0,1760366719.4209797,1760366719.4209797,1760366719.4209797,float,%,50.18347505059694,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_14,,1760366729.409678,1760366729.3953526,float,km/h,19.963525994898927,missing,19.963525994898927,KalmanFilter,0.5553972070807315,True,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_5,1760366720.4010746,1760366720.4010746,1760366720.4010746,float,C,70.0,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_4,1760366719.4047434,1760366719.4047434,1760366719.4047434,float,km/h,18.77548691537509,source,18.953468348860156,observed,0.9113280124395747,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_5,1760366720.4010746,1760366720.4010746,1760366720.4010746,float,km/h,20.283010624323982,source,,,,,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_4,1760366719.4047434,1760366719.4047434,1760366719.4047434,float,C,70.35903660297704,source,70.57528767760462,observed,0.8490474742372355,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_6,1760366721.4085715,1760366721.4085715,1760366721.4085715,float,km/h,13.517117150964449,source,,,,,observed,SimulatedStream,{}
fuel-1,fuel-1_2,1760366729.409678,1760366729.409678,1760366729.409678,float,%,50.36531126749185,source,51.63316170791524,observed,0.953689295462493,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_6,1760366721.4085715,1760366721.4085715,1760366721.4085715,float,C,71.19868032288784,source,,,,,observed,SimulatedStream,{}
speed-1,speed-1_15,,1760366730.4070938,1760366730.3953526,float,km/h,21.892390262914635,missing,21.892390262914635,KalmanFilter,0.5932531896394521,True,reconstructed,SimulatedStream,{}
